#GO	IC	Frequency
GO:0097077	8.69878852600695	2.000835913229501e-09
GO:1904566	7.695653916853039	2.0153295978684208e-08
GO:1902295	7.394623921189058	4.0306591957368415e-08
GO:0051930	5.477293495082504	3.3320116018091224e-06
GO:0009149	3.817639860885789	0.00015218089681770758
GO:0070282	8.69878852600695	2.000835913229501e-09
GO:0006300	8.69878852600695	2.000835913229501e-09
GO:0010874	5.156577818060263	6.973040408624736e-06
GO:0070678	7.468339604628676	3.4014210524901517e-08
GO:0047724	6.694467152224308	2.0208442723617959e-07
GO:0042496	6.733442477742439	1.8473854647127192e-07
GO:0045238	8.69878852600695	2.000835913229501e-09
GO:0046376	8.473805167236682	3.358882663114035e-09
GO:1901764	8.1727751715727	6.71776532622807e-09
GO:1904093	6.280680568882221	5.239856954457894e-07
GO:0001891	5.242908910318091	5.715985121686125e-06
GO:0016143	5.785385345233972	1.639134739599649e-06
GO:0033987	6.795698539015007	1.6006687305836006e-07
GO:1901073	4.346505952178975	4.502918098170675e-05
GO:0060522	8.473805167236682	3.358882663114035e-09
GO:0140598	8.69878852600695	2.000835913229501e-09
GO:0004958	5.77918750222284	1.6626946438937152e-06
GO:0016914	6.050315623179367	8.906034575091881e-07
GO:1903931	7.628707127222426	2.3512178641798243e-08
GO:0000302	4.116003676733814	7.65590125403582e-05
GO:0006656	4.069039848834368	8.530218411244403e-05
GO:0045165	4.317892478150776	4.809584085312986e-05
GO:0099155	8.473805167236682	3.358882663114035e-09
GO:0000371	8.473805167236682	3.358882663114035e-09
GO:0035888	7.795698539015007	1.6006687305836008e-08
GO:1905194	8.473805167236682	3.358882663114035e-09
GO:0006930	6.002513456177744	9.942292682817543e-07
GO:0110105	8.473805167236682	3.358882663114035e-09
GO:0060026	4.869903335505011	1.3492631657729078e-05
GO:0048434	8.473805167236682	3.358882663114035e-09
GO:0140810	8.69878852600695	2.000835913229501e-09
GO:0070715	6.757801823601883	1.746618984819298e-07
GO:0014013	4.811897874470661	1.5420630306356535e-05
GO:0102837	7.552660490328712	2.8011702785213013e-08
GO:0050528	4.9950673660799305	1.0114225541375127e-05
GO:0061039	8.69878852600695	2.000835913229501e-09
GO:0032431	6.792563929861095	1.6122636782947366e-07
GO:1903963	4.130534466585882	7.403985054302266e-05
GO:0016823	3.6360298518331833	0.00023119058726592912
GO:0071419	7.297713908181001	5.038323994671052e-08
GO:1905421	5.126670384326663	7.470155042765613e-06
GO:0002848	8.473805167236682	3.358882663114035e-09
GO:1905316	7.99668391251702	1.0076647989342104e-08
GO:1902779	8.473805167236682	3.358882663114035e-09
GO:0061326	5.144000645072613	7.177932251074692e-06
GO:0015821	4.1639408845273245	6.855815403682056e-05
GO:2000343	5.904431257621637	1.246145468015307e-06
GO:0033544	8.473805167236682	3.358882663114035e-09
GO:0018107	4.834817007893	1.462793399786162e-05
GO:0072014	5.9579313235250035	1.1017135135014035e-06
GO:0004097	5.252251358933306	5.5943372133896844e-06
GO:0062132	8.473805167236682	3.358882663114035e-09
GO:0005275	5.21009682769001	6.164575448660092e-06
GO:0043871	8.69878852600695	2.000835913229501e-09
GO:0000492	5.003247682019408	9.925498269501972e-06
GO:0098569	8.415803608070267	3.838808006505121e-09
GO:0034201	6.549525881174801	2.821461437015789e-07
GO:0097165	5.8348786323946475	1.4625858504784511e-06
GO:0102831	8.69878852600695	2.000835913229501e-09
GO:1900299	8.473805167236682	3.358882663114035e-09
GO:0046858	6.288698809705459	5.144002728716862e-07
GO:0060950	8.473805167236682	3.358882663114035e-09
GO:2000394	5.942326250194427	1.1420201054587717e-06
GO:0000037	8.473805167236682	3.358882663114035e-09
GO:0042705	8.473805167236682	3.358882663114035e-09
GO:0051035	8.69878852600695	2.000835913229501e-09
GO:0097338	7.5195626577973576	3.0229943968026315e-08
GO:0090464	6.695653916853039	2.015329597868421e-07
GO:1990682	6.3627251645868474	4.337853047350787e-07
GO:0034792	8.69878852600695	2.000835913229501e-09
GO:0071257	5.876109981311171	1.3301175345931577e-06
GO:0005753	5.017342758462044	9.608536440282318e-06
GO:0006770	8.415803608070267	3.838808006505121e-09
GO:0035040	8.473805167236682	3.358882663114035e-09
GO:0010534	8.473805167236682	3.358882663114035e-09
GO:0032212	5.266979291204833	5.407801087613596e-06
GO:0033521	8.473805167236682	3.358882663114035e-09
GO:0007365	5.316953266166672	4.819996621568639e-06
GO:0150143	6.99668391251702	1.0076647989342105e-07
GO:0009894	3.073467534828829	0.0008443693593842586
GO:0008865	4.959453565810871	1.0978586655890271e-05
GO:0010835	5.138748647797591	7.265263200315657e-06
GO:0070189	3.490535301136307	0.00032319504872749553
GO:0016078	5.112455142884416	7.718712359836051e-06
GO:0110083	7.269685184580758	5.374212260982456e-08
GO:0033211	5.717930311564191	1.914563117975e-06
GO:0018952	8.473805167236682	3.358882663114035e-09
GO:0032721	8.473805167236682	3.358882663114035e-09
GO:0009509	5.015783973005108	9.643085712340865e-06
GO:0010633	4.879744265966265	1.3190332218048814e-05
GO:0002106	8.473805167236682	3.358882663114035e-09
GO:0034601	6.859939435269695	1.3805767801283557e-07
GO:0003865	4.660884168694547	2.1833121485160313e-05
GO:0008869	4.6512410929283154	2.2323326283901542e-05
GO:1902562	3.82280568908216	0.00015038146484683162
GO:0045084	8.415803608070267	3.838808006505121e-09
GO:0030615	8.415803608070267	3.838808006505121e-09
GO:0044614	5.771365018602428	1.6929143308687585e-06
GO:0019674	2.5284454155596245	0.0029617921957980306
GO:1903487	6.208987344227146	6.180344100129824e-07
GO:0030621	3.629701603422602	0.00023458400497476637
GO:1902722	7.218532662133376	6.045988793605263e-08
GO:0140722	7.151585872502763	7.053653592539473e-08
GO:0005503	6.309622441642418	4.902047987412278e-07
GO:0050315	8.69878852600695	2.000835913229501e-09
GO:0010517	5.0823407553975795	8.272927999249868e-06
GO:0044160	7.813743616742305	1.5355232026020484e-08
GO:0016838	3.0415002825635815	0.0009088657077331081
GO:0015797	4.677647290329769	2.1006452175115173e-05
GO:0097659	1.7997409944601923	0.01585838676607486
GO:0047465	4.40443254086179	3.9406463311055016e-05
GO:1903911	3.6897301897579857	0.00020430067910124803
GO:0034186	6.288855402675656	5.142148296999817e-07
GO:1902288	6.634956076499427	2.317629037548684e-07
GO:0120224	8.473805167236682	3.358882663114035e-09
GO:1902610	7.628707127222426	2.3512178641798243e-08
GO:0070385	8.415803608070267	3.838808006505121e-09
GO:0086053	6.286284446400219	5.172679301195614e-07
GO:0098718	6.349953526269597	4.4673139419416664e-07
GO:1902814	8.473805167236682	3.358882663114035e-09
GO:1904941	8.473805167236682	3.358882663114035e-09
GO:0097664	8.415803608070267	3.838808006505121e-09
GO:0043541	5.875474133279393	1.332066378257277e-06
GO:0061383	5.42381231031654	3.7686663480139467e-06
GO:0097244	8.69878852600695	2.000835913229501e-09
GO:0034329	4.207032703723611	6.20822282623367e-05
GO:0009898	3.6679647079943174	0.00021480050200399406
GO:0044308	6.285469839575261	5.182390808781913e-07
GO:0010613	5.430836093843502	3.7082064600778945e-06
GO:0019193	8.473805167236682	3.358882663114035e-09
GO:0098582	7.473805167236683	3.3588826631140344e-08
GO:1901982	6.859939435269695	1.3805767801283557e-07
GO:1903937	7.570715180244739	2.687106130491228e-08
GO:0033631	5.91389854220057	1.2192744067103945e-06
GO:0030114	8.415803608070267	3.838808006505121e-09
GO:0031583	6.688475332225916	2.0489184244995612e-07
GO:1905770	5.6087011925955546	2.4620609920625873e-06
GO:0070417	4.503830437114967	3.134509301218017e-05
GO:0062048	8.415803608070267	3.838808006505121e-09
GO:0070434	6.256321223022776	5.542156394138157e-07
GO:0036256	8.473805167236682	3.358882663114035e-09
GO:1903998	5.705167065989068	1.9716641232479385e-06
GO:1901730	8.473805167236682	3.358882663114035e-09
GO:0030733	8.221667271287288	6.0025077396885024e-09
GO:0032554	6.630602664260789	2.340978018478516e-07
GO:0061659	3.1946440166985846	0.0006387868736576505
GO:0036245	6.792563929861095	1.6122636782947366e-07
GO:0150193	8.473805167236682	3.358882663114035e-09
GO:0080115	5.015291208327139	9.654033281332342e-06
GO:0033651	8.114773612406285	7.677616013010242e-09
GO:0006268	3.5861091159746925	0.00025935276594968705
GO:0097129	6.0041839021070365	9.904124656783212e-07
GO:0015652	8.69878852600695	2.000835913229501e-09
GO:0099079	6.325898496630869	4.721733848001299e-07
GO:1905331	5.74707795821011	1.7902844594397804e-06
GO:0072724	8.473805167236682	3.358882663114035e-09
GO:0061118	6.9686551889167765	1.0748424521964912e-07
GO:0008381	3.551913526137602	0.0002805992293072184
GO:0102150	8.69878852600695	2.000835913229501e-09
GO:1990408	6.283473469066391	5.206268127826754e-07
GO:0045163	6.3768951542286265	4.1986033288925435e-07
GO:0102763	8.69878852600695	2.000835913229501e-09
GO:0015847	4.248004996666137	5.649304751091495e-05
GO:0140367	6.162051306180929	6.885709459383771e-07
GO:0055108	7.87174517590872	1.343553065245614e-08
GO:0050154	8.69878852600695	2.000835913229501e-09
GO:0060531	8.473805167236682	3.358882663114035e-09
GO:0010904	8.473805167236682	3.358882663114035e-09
GO:0009978	6.8354656658864945	1.4606102166575357e-07
GO:0098735	6.269685184580758	5.374212260982455e-07
GO:0001929	8.473805167236682	3.358882663114035e-09
GO:1990630	6.411482234287624	3.8771960865701724e-07
GO:0035970	5.016832153600864	9.619839947158595e-06
GO:0009816	8.473805167236682	3.358882663114035e-09
GO:1905797	8.473805167236682	3.358882663114035e-09
GO:0060266	6.206633438833669	6.213932926760964e-07
GO:0007431	5.972745905018931	1.0647658042071489e-06
GO:0060897	6.216126592367498	6.079577620236403e-07
GO:0060881	8.473805167236682	3.358882663114035e-09
GO:0048293	6.0189603072281725	9.572815589875e-07
GO:0017081	5.918471213866799	1.206504055677389e-06
GO:0010783	8.473805167236682	3.358882663114035e-09
GO:0016525	4.43949763764012	3.634982818022008e-05
GO:0052403	6.1727751715727015	6.71776532622807e-07
GO:0046664	6.5006773136369835	3.1573497033271926e-07
GO:0019276	3.827744698681042	0.00014868094108274273
GO:0019473	8.473805167236682	3.358882663114035e-09
GO:0140778	8.221667271287288	6.0025077396885024e-09
GO:0052765	8.69878852600695	2.000835913229501e-09
GO:0031757	8.69878852600695	2.000835913229501e-09
GO:0021963	8.473805167236682	3.358882663114035e-09
GO:0001156	6.314973160026519	4.842022910015392e-07
GO:0050052	8.69878852600695	2.000835913229501e-09
GO:0045833	4.396473606107692	4.01352889415496e-05
GO:0016544	7.151585872502763	7.053653592539473e-08
GO:0039677	8.473805167236682	3.358882663114035e-09
GO:0043668	7.000830260099449	9.980900816913315e-08
GO:0009966	2.601224717297166	0.002504812850598703
GO:0019291	8.473805167236682	3.358882663114035e-09
GO:0036396	5.02734715537	9.389724383911527e-06
GO:0001951	6.266979291204833	5.407801087613596e-07
GO:0001634	8.39775853034297	4.001671826459002e-09
GO:0070172	5.8474647998616405	1.4208073664972368e-06
GO:0002210	8.473805167236682	3.358882663114035e-09
GO:1901689	8.473805167236682	3.358882663114035e-09
GO:0140850	6.605366840844716	2.481036532404581e-07
GO:0021505	8.473805167236682	3.358882663114035e-09
GO:0009409	4.032738760597419	9.27387503285785e-05
GO:0042916	8.473805167236682	3.358882663114035e-09
GO:0043981	5.461389792474249	3.456290260344342e-06
GO:0008623	5.950420756621848	1.1209319378994955e-06
GO:1903524	5.036689074188604	9.18990296628e-06
GO:0032011	7.570715180244739	2.687106130491228e-08
GO:0061982	4.101851140096551	7.909496895100928e-05
GO:0008696	4.62375280008476	2.3781935664645848e-05
GO:0060619	8.473805167236682	3.358882663114035e-09
GO:0034533	8.69878852600695	2.000835913229501e-09
GO:0005288	8.69878852600695	2.000835913229501e-09
GO:0102834	7.8536904859926935	1.4005851392606506e-08
GO:2001036	8.473805167236682	3.358882663114035e-09
GO:0140200	7.99668391251702	1.0076647989342104e-08
GO:0031200	8.473805167236682	3.358882663114035e-09
GO:0071382	8.473805167236682	3.358882663114035e-09
GO:0015559	8.473805167236682	3.358882663114035e-09
GO:2001044	5.086237387819494	8.199032580661358e-06
GO:0030135	3.7616559559213703	0.00017311872466936146
GO:0033034	5.886094202217771	1.2998875906251314e-06
GO:0001767	5.872832271549934	1.3401941825824999e-06
GO:1903025	5.645145270701363	2.2638869149388596e-06
GO:0061737	5.004277688049669	9.901986090860175e-06
GO:0050202	8.69878852600695	2.000835913229501e-09
GO:0003370	8.473805167236682	3.358882663114035e-09
GO:0009383	6.175042059195386	6.682791950186533e-07
GO:0019959	6.194997842949769	6.382666563202108e-07
GO:0010477	6.9686551889167765	1.0748424521964912e-07
GO:0051460	6.5195626577973576	3.0229943968026315e-07
GO:0042713	6.549525881174801	2.821461437015789e-07
GO:0008971	8.473805167236682	3.358882663114035e-09
GO:0120315	8.473805167236682	3.358882663114035e-09
GO:0050412	7.619607279959325	2.401003095875401e-08
GO:0018777	8.69878852600695	2.000835913229501e-09
GO:1901962	5.8215588262333595	1.5081383157382015e-06
GO:0030058	5.188914241002231	6.4727041792974355e-06
GO:0034121	4.757634819376829	1.7472907613519207e-05
GO:0070178	5.7569674439371585	1.749977867482412e-06
GO:1905089	6.505322218682748	3.123760876696052e-07
GO:0061717	8.473805167236682	3.358882663114035e-09
GO:0042959	5.182782295620902	6.5647426313059925e-06
GO:0060387	8.415803608070267	3.838808006505121e-09
GO:0002800	8.473805167236682	3.358882663114035e-09
GO:0060561	5.39245785943255	4.050812491715526e-06
GO:1905639	7.774835162900664	1.6794413315570172e-08
GO:0004353	3.7624909792608783	0.00017278618695876
GO:0034686	6.180275161162718	6.602749771188809e-07
GO:0099404	8.473805167236682	3.358882663114035e-09
GO:1903007	6.725617140230482	1.8809742913438595e-07
GO:0021658	6.774835162900664	1.6794413315570175e-07
GO:0009577	8.415803608070267	3.838808006505121e-09
GO:0031495	8.473805167236682	3.358882663114035e-09
GO:1901335	4.83322436074703	1.4681676120471446e-05
GO:0001036	8.473805167236682	3.358882663114035e-09
GO:0072324	7.000830260099449	9.980900816913315e-08
GO:0035678	6.840336711657096	1.444319545139035e-07
GO:0140694	3.0073587054048825	0.0009831986976160877
GO:0000395	3.920930193452456	0.00011996921207844397
GO:1903947	8.473805167236682	3.358882663114035e-09
GO:2000073	7.394623921189058	4.0306591957368415e-08
GO:0031213	4.77502413072541	1.6787107412446895e-05
GO:0047822	5.013763740901236	9.688047491857243e-06
GO:0001820	6.099056821226578	7.960551911580262e-07
GO:0018381	8.473805167236682	3.358882663114035e-09
GO:1905116	6.820592653461339	1.5114971984013157e-07
GO:0005964	5.043997149562851	9.036554047313055e-06
GO:0008079	3.2202595458424663	0.0006021995881483358
GO:1905300	8.473805167236682	3.358882663114035e-09
GO:0042751	8.473805167236682	3.358882663114035e-09
GO:0050688	4.5090742461830535	3.09688981539114e-05
GO:0018492	4.462251264518256	3.4494411144076594e-05
GO:0002385	5.433994613088332	3.681335398772982e-06
GO:0102605	8.69878852600695	2.000835913229501e-09
GO:0003259	6.955291227358795	1.1084312788276315e-07
GO:2000640	5.158674850053081	6.939451581993596e-06
GO:0036465	6.055503875916937	8.800272577358771e-07
GO:2001078	8.69878852600695	2.000835913229501e-09
GO:0061697	5.843875503699095	1.4325985138723227e-06
GO:0008297	4.497691960967483	3.179128182530354e-05
GO:0097030	7.9206372756233066	1.2005015479377005e-08
GO:1905682	8.473805167236682	3.358882663114035e-09
GO:0031168	6.882740560210183	1.3099642386144735e-07
GO:0019043	2.918288726601273	0.0012070111261073652
GO:0033476	8.473805167236682	3.358882663114035e-09
GO:0047196	5.92646681928403	1.1844948606318646e-06
GO:0070596	7.058831819265865	8.73309492409649e-08
GO:0051225	4.187932940167426	6.487345975538447e-05
GO:0047323	7.552660490328712	2.8011702785213013e-08
GO:0071983	8.473805167236682	3.358882663114035e-09
GO:0016779	1.685423806408353	0.020633656370225666
GO:0102038	8.69878852600695	2.000835913229501e-09
GO:0015367	6.9206372756233066	1.2005015479377006e-07
GO:1990030	7.4158036080702665	3.838808006505121e-08
GO:0006062	5.881628409840816	1.3133231212775876e-06
GO:0006638	3.907792159256241	0.00012365390635988007
GO:0042850	7.87174517590872	1.343553065245614e-08
GO:0060314	5.23350558523397	5.841096951155306e-06
GO:1902528	6.343471398741676	4.534491595203947e-07
GO:1990533	6.182807497678113	6.564361691123757e-07
GO:0021615	6.099056821226578	7.960551911580262e-07
GO:2001129	7.99668391251702	1.0076647989342104e-08
GO:0018401	5.354219392274898	4.423648467321184e-06
GO:0018738	4.079569936191174	8.325878402130599e-05
GO:0052577	6.872713723306124	1.3405600618637657e-07
GO:1905790	6.272408042916231	5.340623434351315e-07
GO:0032666	8.473805167236682	3.358882663114035e-09
GO:0044746	8.473805167236682	3.358882663114035e-09
GO:0005850	5.505179203181066	3.1247897172951685e-06
GO:0009856	7.327677131558445	4.702435728359649e-08
GO:0016899	3.9266942965668803	0.00011838746014987634
GO:0010953	8.69878852600695	2.000835913229501e-09
GO:0062149	5.37793871375814	4.188526680903201e-06
GO:0034162	5.956609269286709	1.1050723961645173e-06
GO:0030643	3.8642000875164584	0.00013670988327140434
GO:0070613	4.870444242888302	1.3475837244413507e-05
GO:0140076	8.1727751715727	6.71776532622807e-09
GO:0050794	0.9848028360631673	0.10356122141885175
GO:0002723	8.473805167236682	3.358882663114035e-09
GO:0034270	6.968645576728048	1.074866241821434e-07
GO:0033173	5.536287275219336	2.908792386256754e-06
GO:0047553	4.9463559167454765	1.1314727089312827e-05
GO:1901036	7.570715180244739	2.687106130491228e-08
GO:0102835	7.552660490328712	2.8011702785213013e-08
GO:0001069	6.669404748321741	2.140894427155566e-07
GO:2000324	6.695653916853039	2.015329597868421e-07
GO:0001520	5.92866523259308	1.1785140579970722e-06
GO:0051288	8.415803608070267	3.838808006505121e-09
GO:0038192	5.575079985647189	2.6602350691863155e-06
GO:0001872	5.670624106582481	2.1348919194158776e-06
GO:1904857	7.99668391251702	1.0076647989342104e-08
GO:0032987	8.473805167236682	3.358882663114035e-09
GO:0004553	2.11191160075337	0.0077283787775424394
GO:0048405	8.69878852600695	2.000835913229501e-09
GO:0019800	5.953977173460964	1.1117901614907456e-06
GO:0048592	4.79665464596325	1.5971487063107237e-05
GO:0045217	5.454273482705427	3.5133912656172804e-06
GO:0015151	6.641883674670478	2.280952941081631e-07
GO:1905678	8.473805167236682	3.358882663114035e-09
GO:0060656	8.473805167236682	3.358882663114035e-09
GO:0042531	5.05633347403339	8.7834781640432e-06
GO:1905320	6.432412482078457	3.6947709294254384e-07
GO:0042110	3.7475834353340978	0.00017882019521886497
GO:0140818	5.23834174212623	5.776413281493569e-06
GO:0019133	5.458988707559852	3.475451981279643e-06
GO:1903723	6.398258205844152	3.997070369105701e-07
GO:0046930	3.3713775316892756	0.0004252286016885788
GO:0050464	5.213209049022272	6.120557058569043e-06
GO:0002653	8.473805167236682	3.358882663114035e-09
GO:1903533	4.773447639414022	1.684815543818e-05
GO:1904098	6.757801823601883	1.746618984819298e-07
GO:0061772	7.695653916853039	2.0153295978684208e-08
GO:0050893	6.473805167236683	3.358882663114035e-07
GO:0036103	3.9527455775802562	0.00011149475111940727
GO:1905057	8.69878852600695	2.000835913229501e-09
GO:0009334	7.813743616742305	1.5355232026020484e-08
GO:0102157	8.69878852600695	2.000835913229501e-09
GO:0033434	8.69878852600695	2.000835913229501e-09
GO:0097247	8.69878852600695	2.000835913229501e-09
GO:1902408	6.710377173673745	1.94815194460614e-07
GO:0097220	8.415803608070267	3.838808006505121e-09
GO:0016737	8.69878852600695	2.000835913229501e-09
GO:1902167	6.478169972639133	3.3252938364828944e-07
GO:0034708	3.5861396810457165	0.00025933451368746
GO:0070252	5.296268667306821	5.055118407986622e-06
GO:0061681	8.473805167236682	3.358882663114035e-09
GO:0009061	3.463679132856659	0.00034381187051368947
GO:0034801	8.69878852600695	2.000835913229501e-09
GO:0036479	6.9353605324440135	1.1604848296731105e-07
GO:0103093	8.69878852600695	2.000835913229501e-09
GO:0010045	4.650591853954015	2.2356723005687015e-05
GO:1902854	7.87174517590872	1.343553065245614e-08
GO:0060655	8.473805167236682	3.358882663114035e-09
GO:0017040	4.202980639205184	6.266417996643473e-05
GO:0033660	8.473805167236682	3.358882663114035e-09
GO:0060385	5.768797207903346	1.7029535101988155e-06
GO:0097158	6.67348266074218	2.120886068023271e-07
GO:0001879	6.882740560210183	1.3099642386144735e-07
GO:0110085	5.583294695364031	2.6103894444234824e-06
GO:0120021	8.69878852600695	2.000835913229501e-09
GO:0001859	8.69878852600695	2.000835913229501e-09
GO:0072019	6.436378669296059	3.661182102794298e-07
GO:0014076	8.473805167236682	3.358882663114035e-09
GO:1900034	5.4059906560748425	3.926533833180307e-06
GO:0002695	4.29782973548717	5.036980441605806e-05
GO:0048048	5.280680568882221	5.239856954457894e-06
GO:0003100	5.98244347340241	1.0412536255653508e-06
GO:0075506	6.300618898824409	5.004735168039912e-07
GO:0034211	6.866279613300714	1.3605684209960607e-07
GO:0048391	8.473805167236682	3.358882663114035e-09
GO:0045220	8.473805167236682	3.358882663114035e-09
GO:0035183	6.824739001043768	1.4971351225369972e-07
GO:0010998	4.995671739136165	1.0100160167983902e-05
GO:0001608	8.69878852600695	2.000835913229501e-09
GO:0035883	5.1536588811256285	7.020064765908333e-06
GO:1904885	8.473805167236682	3.358882663114035e-09
GO:0042460	8.473805167236682	3.358882663114035e-09
GO:0050026	8.69878852600695	2.000835913229501e-09
GO:0050427	5.674464617783101	2.1160960777618418e-06
GO:0047555	5.0081495142909835	9.8141001543907e-06
GO:0046095	8.473805167236682	3.358882663114035e-09
GO:0046416	3.3897188638998146	0.00040764407664350857
GO:2000144	4.602874808887987	2.4953139304274164e-05
GO:0097548	7.359861814929846	4.366547462048245e-08
GO:0042800	4.477452546473122	3.33079154475315e-05
GO:0045579	5.406362324460302	3.923174950517192e-06
GO:0045301	4.7607694285307405	1.734724736769977e-05
GO:0036220	3.920868961135285	0.00011998612804454671
GO:0035668	6.306487832488506	4.937557514777632e-07
GO:0007074	7.87174517590872	1.343553065245614e-08
GO:0035822	5.98244347340241	1.0412536255653508e-06
GO:0044162	4.35992856892417	4.365876345798274e-05
GO:0004908	4.871354630606171	1.3447618172815476e-05
GO:1901400	8.473805167236682	3.358882663114035e-09
GO:0019379	3.817745315215655	0.00015214394910841332
GO:0007487	6.894021570619873	1.2763754119833332e-07
GO:2001088	8.473805167236682	3.358882663114035e-09
GO:0051647	4.985677670989224	1.0335281954401885e-05
GO:0045779	5.6635726492415985	2.1698382003716662e-06
GO:0019421	8.473805167236682	3.358882663114035e-09
GO:0045235	8.473805167236682	3.358882663114035e-09
GO:0045602	5.852628885461647	1.4040129531816664e-06
GO:0061107	7.99668391251702	1.0076647989342104e-08
GO:0098003	4.688404142244295	2.0492543127658726e-05
GO:0035316	5.91389854220057	1.2192744067103945e-06
GO:0051393	5.5788731157489595	2.637101733636482e-06
GO:0050104	6.528526810611993	2.9612371515796615e-07
GO:0035776	6.554727074860609	2.7878726103846487e-07
GO:0031685	6.404322299845358	3.941646749062117e-07
GO:0015917	5.633071932624876	2.327705685538026e-06
GO:1904948	5.881628409840816	1.3133231212775876e-06
GO:0072195	8.1727751715727	6.71776532622807e-09
GO:0030745	4.86462224206433	1.3657705943704574e-05
GO:0035787	7.131382486414476	7.389541858850876e-08
GO:0021517	5.7406079021301135	1.8171555207446927e-06
GO:1901960	8.473805167236682	3.358882663114035e-09
GO:0002407	5.8495230714010145	1.4140896011710086e-06
GO:0016254	7.570715180244739	2.687106130491228e-08
GO:0033361	8.473805167236682	3.358882663114035e-09
GO:0043100	4.078461297879854	8.347159306104687e-05
GO:0008697	4.239426198633988	5.7620072629183165e-05
GO:0045873	6.801707309300965	1.5786748516635963e-07
GO:0098570	8.415803608070267	3.838808006505121e-09
GO:0075274	8.473805167236682	3.358882663114035e-09
GO:0010049	8.473805167236682	3.358882663114035e-09
GO:0060700	4.692265198630741	2.0311163463850568e-05
GO:0034303	8.473805167236682	3.358882663114035e-09
GO:0015964	6.647730364535856	2.2504513842864032e-07
GO:0003858	4.432603884356044	3.693142928639013e-05
GO:0046430	5.430050040268003	3.7149242254041223e-06
GO:0106172	8.415803608070267	3.838808006505121e-09
GO:0075241	8.473805167236682	3.358882663114035e-09
GO:1903511	8.473805167236682	3.358882663114035e-09
GO:0007324	8.473805167236682	3.358882663114035e-09
GO:0010420	4.795589978963972	1.6010688977662466e-05
GO:1902402	8.69878852600695	2.000835913229501e-09
GO:0003205	5.708882182586794	1.9548697099323684e-06
GO:0015578	6.7693696002926576	1.7007105262450756e-07
GO:0090505	8.473805167236682	3.358882663114035e-09
GO:0033139	5.681413477738428	2.0825072511307015e-06
GO:0015209	4.539582392360625	2.886806055607524e-05
GO:0098584	8.415803608070267	3.838808006505121e-09
GO:2000474	6.710377173673745	1.94815194460614e-07
GO:1903142	5.959257414576396	1.0983546308382893e-06
GO:0048388	6.170609109816194	6.75135415285921e-07
GO:1902172	5.898617322309022	1.262939881330877e-06
GO:0015329	8.473805167236682	3.358882663114035e-09
GO:0003153	8.473805167236682	3.358882663114035e-09
GO:0016348	6.186003437306456	6.516232366441228e-07
GO:0044147	8.1727751715727	6.71776532622807e-09
GO:1900798	8.473805167236682	3.358882663114035e-09
GO:0046150	8.473805167236682	3.358882663114035e-09
GO:1905034	6.011407169337726	9.7407597230307e-07
GO:1905132	5.781840064469322	1.652570270252105e-06
GO:0034843	8.69878852600695	2.000835913229501e-09
GO:0086060	7.026690668071233	9.403928792178654e-08
GO:1903088	7.99668391251702	1.0076647989342104e-08
GO:0016761	8.69878852600695	2.000835913229501e-09
GO:0043413	2.7951074625140304	0.001602848730190028
GO:0031718	6.744546016567625	1.8007523219065507e-07
GO:0001889	4.599439331506634	2.5151313381397892e-05
GO:0019570	7.628707127222426	2.3512178641798243e-08
GO:0010208	5.391378866375911	4.060889139704868e-06
GO:0033263	4.857455099308647	1.3884968559529024e-05
GO:0035233	6.710377173673745	1.94815194460614e-07
GO:0052441	8.473805167236682	3.358882663114035e-09
GO:0060237	5.919922140592808	1.2024799933948244e-06
GO:0060273	8.473805167236682	3.358882663114035e-09
GO:0044161	4.113667571081548	7.697193933843419e-05
GO:0102509	8.69878852600695	2.000835913229501e-09
GO:0002101	4.371097112536808	4.255032557632859e-05
GO:0016339	5.334871226979759	4.625181427108026e-06
GO:0035353	8.473805167236682	3.358882663114035e-09
GO:0010907	5.143594382665155	7.18465001640092e-06
GO:0003416	5.896313367399458	1.269657646657105e-06
GO:0071373	6.166309129323469	6.81853180612149e-07
GO:0019102	6.725617140230482	1.8809742913438595e-07
GO:0044706	5.063027933859472	8.64912285751864e-06
GO:0071262	6.2510886960890995	5.609334047400438e-07
GO:0007265	3.843957416865101	0.00014323283340317178
GO:0002803	5.686344692718268	2.058995072488903e-06
GO:0002903	5.575079985647189	2.6602350691863155e-06
GO:1900196	7.473805167236683	3.3588826631140344e-08
GO:0035485	6.638090685653339	2.300961300213926e-07
GO:2001244	4.962724321697564	1.0896215359141929e-05
GO:0035597	6.514097095189352	3.0612789472411363e-07
GO:0099011	6.03447247340642	9.236927323563595e-07
GO:0006828	3.870693286690925	0.00013468111814288344
GO:0048100	6.3700014462807255	4.265780982154824e-07
GO:0009378	3.7516097696143746	0.00017717001844464583
GO:0043490	5.950058700425118	1.1218668094800877e-06
GO:0018449	8.69878852600695	2.000835913229501e-09
GO:0052752	8.69878852600695	2.000835913229501e-09
GO:0062226	8.473805167236682	3.358882663114035e-09
GO:0048859	5.538802015783028	2.891997972941184e-06
GO:0070127	4.966489127160269	1.0802166644574736e-05
GO:0019577	3.977456811459688	0.0001053278425499299
GO:0071075	8.415803608070267	3.838808006505121e-09
GO:0003745	8.415803608070267	3.838808006505121e-09
GO:0003019	8.473805167236682	3.358882663114035e-09
GO:0004804	8.473805167236682	3.358882663114035e-09
